LR,RF,XGB,LGB
0.07418312700125958,0.08540726540584209,0.15398180298507214,0.08203560951680491
0.6325038973769226,0.5566247444786977,0.6385161504149437,0.5826610113886918
0.08707102696415486,0.0936492059015451,0.13222445361316204,0.008497512879830794
0.10795995626982191,0.11726701254014296,0.16556213051080704,0.08830522059246296
0.6561434024099161,0.5888273550721667,0.6662781536579132,0.5947179308848873
0.15455413311131397,0.14863322805761697,0.25956474244594574,0.2681589599143974
0.65312006186044,0.6294204896095055,0.5892707034945488,0.6295063627290053
0.10986110344951881,0.1302981277804102,0.19464141689240932,0.17459740769955978
0.7834725899607411,0.6941840355118394,0.7381167337298393,0.7177029713709112
0.06348332173808571,0.1195872151925747,0.15127219259738922,0.07783956784802439
0.10750036786921573,0.10747108609438044,0.15325315482914448,0.08814946480970398
0.21810080307800686,0.21467509028970344,0.19535379856824875,0.11990756800720632
0.9610347437878296,0.9835996566157896,0.890052080154419,0.9950758512184601
0.07009829849585195,0.09000864425141998,0.1216410743072629,0.014205633823641577
0.9670809566215081,0.9742491105700537,0.9008708298206329,1.0547841464431824
0.838147990355417,0.882335938141392,0.8340134918689728,0.868131735315073
0.1268435644592406,0.10406484641537164,0.1948930136859417,0.11828280609912675
0.10709971145135372,0.10543051392339772,0.15434740018099546,0.13891122341094864
0.5736632795103448,0.5494702848839563,0.603234238922596,0.5474757242660466
0.7067380898323486,0.6214271452087363,0.6624478623270988,0.6387781991039535
0.1409255960133226,0.17530551857700652,0.2273600623011589,0.16669784597796128
0.4956518274647299,0.6282550686677655,0.6092424169182777,0.5885354992241948
0.9289753284318142,0.916132983676668,0.8893135488033295,1.0405939746742516
0.27115401343501205,0.21392316122262262,0.2846213262528181,0.2540739357701514
0.9478138180857658,0.8776100771398246,0.8492031842470169,0.8256450778625386
0.03820559938871801,0.07613689358341695,0.10686107166111469,-0.07015372367310002
0.9198866719115382,0.9817977350632523,0.8978427797555923,1.0007910469622763
0.10709971145135372,0.10543051392339772,0.15434740018099546,0.13891122341094864
0.2912770657590418,0.3818271495861197,0.6180943176150322,0.48938334651444293
0.06258032758576532,0.11748556768838261,0.17597153317183256,0.1384366587385416
0.07009829849585195,0.09000864425141998,0.1216410743072629,0.014205633823641577
0.11137730313578,0.1300363700773442,0.2436162419617176,0.2805608207435104
0.48852362496985735,0.6206615636387605,0.5757995992898941,0.5873237254990158
0.5935135868088015,0.5899758232350666,0.399163331836462,0.5607378974086956
0.32702885306149576,0.36554799709389174,0.4757780358195305,0.39122485823493314
0.10710221584231512,0.10515574749989554,0.15871133003383875,0.13891122341094864
0.6537132022380827,0.5283219876062737,0.3928885981440544,0.45352900282936753
0.6545756910436096,0.5174143618122363,0.34988389909267426,0.41573527313657166
0.10846400481852309,0.1206716923914093,0.1957665290683508,0.10026590301672325
0.14031270921502886,0.3282577955604623,0.4609026089310646,0.4388248197460583
0.05583849343433407,0.08873575891916315,0.15649138391017914,0.08682077424381723
0.5899749450260416,0.4645849834920189,0.6455788090825081,0.5960316390763046
0.07419205321569276,0.08546856808783443,0.15398180298507214,0.07418341800463676
0.8686893046140926,0.8540408747464364,0.8394726514816284,0.8821266125315261
0.9592246635062818,0.9827246603540131,0.9014855027198792,1.1090190247424794
0.10751783911266227,0.1297755320371851,0.2968237232416868,0.17459390137825342
0.2902584748439128,0.37926401360142764,0.5712743178009987,0.4340365310851525
0.10741316956928657,0.10624425062845742,0.1590263582766056,0.11101471808066195
0.9624916391958694,0.9740211268405945,0.8925202339887619,0.985593929440991
0.5650842836158375,0.5816162890118382,0.6826916262507439,0.6172574411380833
0.3300538682628954,0.3541330114053731,0.4278050735592842,0.39122485823493314
0.18150027356774007,0.11501344030036538,0.13202014844864607,0.02206807652411196
0.5684258231038862,0.8648269432926603,0.8481304943561554,0.9227044778562764
0.8722105126739527,0.872073720623407,0.734145998954773,0.6535483536820205
0.18200425861222855,0.11595738068567853,0.16113918367773294,0.15985112510418606
0.23052029436746968,0.12054520637381326,0.1722231563180685,0.04290293404320755
0.0742117116183788,0.0843331228689353,0.13256934750825167,0.05230632472594422
0.21248697368143848,0.09203398815403933,0.22468004748225212,0.21115780569390452
0.08286985208063297,0.11281779244683264,0.1643645642325282,0.15024177985955015
0.9737264393721372,0.9854409340019258,0.8995899111032486,1.0534256984587584
0.10750036786921573,0.10747108609438044,0.15325315482914448,0.08814946480970398
0.18009065642642963,0.11678265279408417,0.1945955604314804,0.12570862212181955
0.10741316956928657,0.10624425062845742,0.1590263582766056,0.11101471808066195
0.6532551395021462,0.6376974296830916,0.633452482521534,0.6502599784547937
0.9151596002062516,0.7616505362728765,0.6351448446512222,0.6010033016006453
0.8742245160544981,0.8548240044940454,0.8276562690734863,0.8938971746584644
0.653472508505352,0.6082155578538617,0.6227437034249306,0.665472760924894
0.2358880715775875,0.25060925814889345,0.16447204165160656,0.1514382057344157
0.36177728045159285,0.381140108901035,0.36780672147870064,0.37502634806225355
0.855430284916953,0.7757612661087367,0.7620624005794525,0.6660806667656335
0.6532903853034542,0.6184171574170982,0.644510455429554,0.6660476318269833
0.10750036786921573,0.10747108609438044,0.15325315482914448,0.08814946480970398
0.6535370582990561,0.5711052139321194,0.6144165173172951,0.5565341891471719
0.5917138611652774,0.4467133296014878,0.5016911700367928,0.4656661119283946
0.9480556470573629,0.9562442899143492,0.8892918229103088,0.9461337193134833
0.6378380389234608,0.3203600040843646,0.3327558673918247,0.31928264855384336
0.10759265930111245,0.11925353474873249,0.19152748212218285,0.1281908970737575
0.7877479681979674,0.8937239353831046,0.7375174760818481,0.8481843955888806
0.1796328855344368,0.11749283898407628,0.2024393118917942,0.12665140260803986
0.6532903853034542,0.6184171574170982,0.644510455429554,0.6660476318269833
0.430466138400568,0.7006627483679373,0.5450877174735069,0.5801614521446503
0.2839864890770718,0.2588694509044584,0.24376798793673515,0.1936892450569725
0.15715151241744016,0.15293328440381448,0.14032220002263784,0.04686413700755761
0.10750036786921573,0.10747108609438044,0.15325315482914448,0.08814946480970398
0.17754665533790343,0.11226463833419778,0.1954966001212597,0.130665114042667
0.08209584465377749,0.10847353499639656,0.1243220679461956,0.010581734238980242
0.653472508505352,0.6082155578538617,0.6227437034249306,0.665472760924894
0.6537132022380827,0.5283219876062737,0.3928885981440544,0.45352900282936753
0.33256850619999606,0.5927392473661638,0.6301453784108162,0.5747946836482767
0.5821630569505236,0.7532313985896486,0.8032053485512733,0.8230997169842376
0.7295503350652626,0.5788177101240728,0.5627194344997406,0.5579887611108487
0.1074281167401134,0.11013013989927872,0.18734060972929,0.12316688804223748
0.9121848636386056,0.9339088179011177,0.8769902288913727,0.9389879628400997
0.10759265930111245,0.11925353474873249,0.19152748212218285,0.1281908970737575
0.29478038830760345,0.19993627011074266,0.20616165082901716,0.13945198881299
0.10744055421399096,0.11326415916755989,0.22673672996461391,0.14369462541290307
0.8285765519210883,0.9368777750043451,0.8711533397436142,0.8658740318620068
0.10751783911266227,0.1297755320371851,0.2968237232416868,0.17459390137825342
0.6534372714922905,0.6060264045604872,0.6230679526925087,0.6388947531231948
0.07427793382627179,0.10068967238076729,0.15920485369861126,0.09895407903464107
0.9042545740253329,0.9706591541841564,0.8944359421730042,1.007073099205591
