LR,RF,XGB,LGB
0.05128328814844464,0.08463210800341028,0.16833191458135843,0.08566978009916311
0.5093423371336018,0.6298854803162581,0.5661083683371544,0.5612468597678736
0.06535629778670612,0.10492459184429034,0.15491222217679024,0.047647809832234635
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.6871808183717476,0.5833595955824755,0.5182525515556335,0.5738299198977892
0.16024431351515528,0.15836465404437353,0.281496524810791,0.2310746479863517
0.5849040992536888,0.6184951105209107,0.6204362139105797,0.6037740649932108
0.12416288372421669,0.11617356244324203,0.1866846550256014,0.15549552772898378
0.720889623534323,0.7176710147318206,0.6220224499702454,0.6108961595403717
0.0949682836476563,0.13138554594374285,0.18879846576601267,0.16715091467299048
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.24101451295456605,0.2945961099524722,0.29885562509298325,0.2348315269715947
0.9731706866124121,0.9798446438570596,0.8605126738548279,0.9614751650225857
0.08630924708313722,0.09402620821217138,0.16152144316583872,0.07766975157442127
0.9699349733248062,0.9756784994008556,0.8655373007059097,1.0060975095408515
0.8750757467561366,0.8775380094717464,0.8253195285797119,0.8893503485724197
0.1368702047810106,0.10579792760588771,0.17731253895908594,0.09901518904340947
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.5654591549640876,0.5187030247425084,0.4962989017367363,0.5360086021160031
0.6245979377255311,0.7038415353166558,0.5815665274858475,0.5757200757410241
0.1592192210739494,0.15694048355098575,0.21505157742649317,0.1693300888067975
0.40947172333193016,0.6509133687990305,0.6479040160775185,0.666353657103628
0.9074516052069131,0.9047025280166288,0.851683720946312,0.921484533182442
0.31246457537664796,0.19672686692781782,0.27923353016376495,0.22789485556794525
0.8508585902868067,0.9129845902213874,0.820424884557724,0.7843590270590411
0.04517948977555133,0.07358863368630676,0.15064661670476198,0.052699528740437686
0.9523866680324478,0.9873161838765316,0.8613187223672867,0.9527099208769337
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.32859218172236354,0.37998392965881533,0.47225724905729294,0.39743456915419445
0.0949682836476563,0.13138554594374285,0.18879846576601267,0.16715091467299048
0.08630924708313722,0.09402620821217138,0.16152144316583872,0.07766975157442127
0.12416288372421669,0.11617356244324203,0.1866846550256014,0.15549552772898378
0.46950393136553886,0.6254475129106902,0.5668767467141151,0.5412805701580244
0.5667438343665476,0.582715656565648,0.5892714187502861,0.5671020016781665
0.4101282537738912,0.3344822899212032,0.38940613716840744,0.3519449752278465
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.6761549514705717,0.5586424821756881,0.5421980991959572,0.5410084184085133
0.6761549514705717,0.5586424821756881,0.5421980991959572,0.5410084184085133
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.28699745978255164,0.3225995326175717,0.26917093247175217,0.20245555987973465
0.06820328864600197,0.08382466445773204,0.16097824554890394,0.09550137973525108
0.6088349945655767,0.4270593829349643,0.49520331621170044,0.45726637891688593
0.05128328814844464,0.08463210800341028,0.16833191458135843,0.08566978009916311
0.8840395782905405,0.861774590749665,0.8219385296106339,0.8791357937084451
0.9651940704333304,0.9858611514608786,0.8650500029325485,0.9913689545203687
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.32859218172236354,0.37998392965881533,0.47225724905729294,0.39743456915419445
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.9663225491346641,0.9725198274600537,0.8576599359512329,0.9454284055483955
0.5863745267032288,0.5782319826106983,0.5470912531018257,0.5495723610707166
0.4101282537738912,0.3344822899212032,0.38940613716840744,0.3519449752278465
0.19730629200710761,0.11727075683450464,0.19964411668479443,0.12194951051023686
0.5989820647386108,0.8783765457998736,0.8263451457023621,0.8692265683270903
0.639186875494982,0.8690250022419189,0.7441053986549377,0.7297300523912135
0.19730629200710761,0.11727075683450464,0.19964411668479443,0.12194951051023686
0.2534991833793544,0.11482712652601554,0.2168873604387045,0.1346553860179033
0.07358221302665129,0.09725835821382267,0.168138868175447,0.09795646426268173
0.1634416830623086,0.0882004973020428,0.3158712387084961,0.2700214886809027
0.10191064112473659,0.10677629708505494,0.17871287744492292,0.11843570120207847
0.9538409408677683,0.9870991218323608,0.8619040101766586,0.9574477690782035
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.19730629200710761,0.11727075683450464,0.19964411668479443,0.12194951051023686
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.5849040992536888,0.6184951105209107,0.6204362139105797,0.6037740649932108
0.7921895726897681,0.7473799055921122,0.6220283433794975,0.584616226635507
0.8310642141944466,0.8656147887428163,0.8211261630058289,0.854288469012406
0.6761549514705717,0.5586424821756881,0.5421980991959572,0.5410084184085133
0.3192350028234012,0.2491626223191235,0.3176127262413502,0.24553237498986458
0.4293287515521065,0.40136378024171593,0.4091319143772125,0.37331300533660816
0.5739432201458947,0.8086956277380347,0.7801038324832916,0.7135391679029138
0.5849040992536888,0.6184951105209107,0.6204362139105797,0.6037740649932108
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.6761549514705717,0.5586424821756881,0.5421980991959572,0.5410084184085133
0.6088349945655767,0.4270593829349643,0.49520331621170044,0.45726637891688593
0.9220891242051337,0.9564787246446496,0.8464278280735016,0.9170745553159096
0.5259262794165019,0.33517094982419854,0.37630799412727356,0.36571306802725606
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.7879837050270848,0.8875151634909113,0.8356849253177643,0.8846656598580817
0.19730629200710761,0.11727075683450464,0.19964411668479443,0.12194951051023686
0.5849040992536888,0.6184951105209107,0.6204362139105797,0.6037740649932108
0.4855751984139035,0.7446452391734028,0.6589187681674957,0.6723489425629199
0.15775224966599405,0.28343962622370533,0.28254485316574574,0.2469172725012769
0.17027704996635284,0.19324196607089844,0.21002604439854622,0.17112163421955925
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.19730629200710761,0.11727075683450464,0.19964411668479443,0.12194951051023686
0.10191064112473659,0.10677629708505494,0.17871287744492292,0.11843570120207847
0.6761549514705717,0.5586424821756881,0.5421980991959572,0.5410084184085133
0.6761549514705717,0.5586424821756881,0.5421980991959572,0.5410084184085133
0.26438731396722703,0.6053296892687867,0.574602410197258,0.5408755155572382
0.652577699559844,0.7451815948037732,0.7494258359074593,0.781491695212909
0.7783161561265437,0.5770017499974291,0.525122806429863,0.5676238779256627
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.9341602124612673,0.9080338708026281,0.8536173850297928,0.9356456834378284
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.32970927645792225,0.260837096263063,0.3100946880877018,0.247254963067716
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.8485876512539472,0.9373991851849237,0.8498261570930481,0.8856283782349371
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.5849040992536888,0.6184951105209107,0.6204362139105797,0.6037740649932108
0.07358221302665129,0.09725835821382267,0.168138868175447,0.09795646426268173
0.9302278760352918,0.9716958563521605,0.8547336012125015,0.9203523191445055
0.1850006195280569,0.12480322828907553,0.1939133983105421,0.14945288732484244
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.6976309424667412,0.6483015119462101,0.588311456143856,0.7010766589226799
0.2129982535268568,0.16223813832342726,0.24613167718052864,0.18284954389069402
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.10952044616344275,0.11307419324111971,0.19439009577035904,0.12502211292759052
0.3642273739083388,0.24819342681881762,0.33007780462503433,0.2789113290036233
0.1368702047810106,0.10579792760588771,0.17731253895908594,0.09901518904340947
0.5849040992536888,0.6184951105209107,0.6204362139105797,0.6037740649932108
0.8926436578267793,0.9230905805629084,0.8585333526134491,0.938919576271789
0.5849040992536888,0.6184951105209107,0.6204362139105797,0.6037740649932108
0.8963594260578354,0.9697554419626047,0.8498261570930481,0.8856283782349371
0.10191064112473659,0.10677629708505494,0.17871287744492292,0.11843570120207847
0.0770384425893005,0.11298769056663163,0.20260277949273586,0.11970370755620806
0.6465886074028888,0.7335395045474928,0.6779668182134628,0.6923731200454571
0.41811101897384506,0.3251368210844637,0.3793613612651825,0.3623488490647519
